Avg,lastAvg,time,testAvg
-370.0,-3.7,6.198883056640625e-05,
-380.0,-3.9,0.6965925693511963,
-439.6666666666667,-5.59,2.114309787750244,
-414.25,-3.38,0.9053170680999756,
-364.2,-1.64,1.4555773735046387,
-151.16666666666666,9.14,2.8046622276306152,
-190.42857142857142,-4.26,0.5547664165496826,
-51.625,9.2,3.233954906463623,
56.22222222222222,9.19,3.781968593597412,
142.4,9.18,4.341688871383667,
94.0909090909091,-3.89,1.6607089042663574,
56.166666666666664,-3.61,1.2447712421417236,
40.53846153846154,-1.47,5.526166915893555,
22.357142857142858,-2.14,3.8071868419647217,
82.8,9.29,5.348238706588745,
135.0,9.18,6.5739946365356445,
112.41176470588235,-2.49,4.334046840667725,
94.77777777777777,-2.05,6.150225639343262,
82.78947368421052,-1.33,8.114498853683472,
62.45,-3.24,2.3934881687164307,
38.80952380952381,-4.34,1.3676176071166992,
79.04545454545455,9.24,7.812653064727783,
115.47826086956522,9.17,8.520162105560303,
101.75,-2.14,5.838931083679199,
92.48,-1.3,6.8452980518341064,
75.07692307692308,-3.6,2.2183451652526855,
66.51851851851852,-1.56,7.897720098495483,
55.464285714285715,-2.43,5.2914276123046875,
47.827586206896555,-1.66,7.029325723648071,
76.93333333333334,9.21,9.900779485702515,
69.09677419354838,-1.66,7.1052796840667725,
94.84375,8.93,14.616137266159058,
119.81818181818181,9.19,11.675238132476807,
142.5,8.91,16.75306510925293,
133.22857142857143,-1.82,8.144789934158325,
120.30555555555556,-3.32,5.0189368724823,
141.8918918918919,9.19,13.458837509155273,
162.31578947368422,9.18,14.217628240585327,
181.82051282051282,9.23,13.502558946609497,
200.05,9.11,16.45485520362854,
217.21951219512195,9.04,18.21806263923645,
233.78571428571428,9.13,16.514235258102417,
220.3953488372093,-3.42,4.241686820983887,
207.5681818181818,-3.44,3.8441622257232666,
223.22222222222223,9.12,9.762893438339233,
213.15217391304347,-2.4,5.367162704467773,
203.04255319148936,-2.62,4.496775150299072,
217.95833333333334,9.19,9.131336450576782,
232.24489795918367,9.18,9.400493621826172,
245.82,9.11,10.47193169593811,
258.84313725490193,9.1,10.951433420181274,
249.53846153846155,-2.25,6.873334646224976,
262.22641509433964,9.22,10.229491233825684,
252.35185185185185,-2.71,6.80126428604126,
239.8,-4.38,0.9255626201629639,
251.89285714285714,9.17,10.988544940948486,
263.64912280701753,9.22,10.543056011199951,
251.67241379310346,-4.31,2.8346943855285645,
263.0169491525424,9.21,11.066766023635864,
254.5,-2.48,5.576414108276367,
265.4918032786885,9.25,11.283698558807373,
275.9516129032258,9.14,13.299733400344849,
286.2857142857143,9.27,10.963894367218018,
296.203125,9.21,12.173386812210083,
305.83076923076925,9.22,12.279094219207764,
299.74242424242425,-0.96,10.566173076629639,
308.9850746268657,9.19,13.289660215377808,
300.4117647058824,-2.74,7.209930419921875,
309.4347826086956,9.23,13.029970645904541,
318.0,9.09,15.75920820236206,
326.46478873239437,9.19,14.68919038772583,
334.43055555555554,9.0,18.31111431121826,
342.47945205479454,9.22,15.954070329666138,
333.3243243243243,-3.35,4.8925087451934814,
341.2133333333333,9.25,14.336616516113281,
333.30263157894734,-2.6,7.524040937423706,
324.61038961038963,-3.36,6.82470965385437,
332.2307692307692,9.19,16.640219688415527,
325.63291139240505,-1.89,9.404281616210938,
320.2125,-1.08,13.256747007369995,
314.2716049382716,-1.61,14.082375049591064,
321.7073170731707,9.24,25.525917768478394,
315.50602409638554,-1.93,27.70008611679077,
308.95238095238096,-2.35,25.741466283798218,
301.38823529411764,-3.34,16.951696395874023,
294.04651162790697,-3.3,13.529539346694946,
301.2183908045977,9.18,37.08387351036072,
308.0568181818182,9.03,44.0547981262207,
314.96629213483146,9.23,35.0036895275116,
307.93333333333334,-3.18,13.154083251953125,
314.61538461538464,9.16,40.65239477157593,
308.8804347826087,-2.13,21.236491680145264,
301.1182795698925,-4.13,11.202517747879028,
295.8723404255319,-1.92,21.295451879501343,
302.4,9.16,42.15129733085632,
297.0520833333333,-2.11,20.749128103256226,
292.78350515463916,-1.17,47.69086575508118,
285.3265306122449,-4.38,3.8855674266815186,
277.19191919191917,-5.2,21.72145104408264,
268.7,-5.72,73.08972215652466,
-628.0,-6.28,211.04287385940552,-628.0
-550.0,-4.72,96.42523670196533,-550.0
-590.6666666666666,-6.72,236.72073531150818,-590.6666666666666
-1011.0,-22.72,814.818382024765,-1011.0
-989.6,-9.04,279.5010812282562,-989.6
-933.6666666666666,-6.54,170.89801120758057,-933.6666666666666
-952.5714285714286,-10.66,379.5560166835785,-952.5714285714286
-929.75,-7.7,226.8033001422882,-929.75
-883.1111111111111,-5.1,92.52709627151489,-883.1111111111111
-970.6,-17.58,859.9891865253448,-970.6
